Numero,numero_parcela,Tipo_C,Codigo_C,Data_Em,Data_Protesto,Protesto,Data_Ven,Data_Ent,Data_Pag,NumeroBanco,Valor_T,Valor_Base,Valor_Atual,Obs,Instituicao,Situacao,Portador,BoletoTipoCarteira,Instituicao,Situacao,Portador,BoletoTipoCarteira,InstrucaoBoleto
55442,5,1,5887,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-12 00:00:00.000,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,09/00000017789-2,"726,44","4783,58","726,44","Desconto aplicado na NF no valor de R$        326,37  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:56  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55442,6,1,5887,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-26 00:00:00.000,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,09/00000017790-6,"726,42","4783,58","726,42","Desconto aplicado na NF no valor de R$        326,37  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:57  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55443,1,1,1356,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-17 00:00:00.000,2025-09-19 00:00:00.000,2025-10-17 00:00:00.000,09/00000017791-4,"738,66","738,66",0,"Desconto aplicado na NF no valor de R$        316,72  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:57  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:37:39  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:38:02  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55444,1,1,3050,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-17 00:00:00.000,2025-09-19 00:00:00.000,2025-10-14 00:00:00.000,09/00000017792-2,"1024,4","1881,65",0,"Desconto aplicado na NF no valor de R$        403,42  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:57  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 14/10/2025. Executado:15/10/2025 - 11:16:53  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 15/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 14/10/2025. Executado:15/10/2025 - 11:17:12  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 15/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55444,2,1,3050,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-14 00:00:00.000,2025-09-19 00:00:00.000,2025-11-10 00:00:00.000,09/00000017793-0,"857,25","1881,65",0,"Desconto aplicado na NF no valor de R$        403,42  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:58  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 10/11/2025. Executado:11/11/2025 - 18:33:05  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 11/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 10/11/2025. Executado:11/11/2025 - 18:33:23  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 11/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55445,1,1,4556,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-17 00:00:00.000,2025-09-19 00:00:00.000,2025-10-17 00:00:00.000,09/00000017794-9,"1783,34","6578,85",0,"Desconto aplicado na NF no valor de R$        572,78  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:58  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:37:39  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:38:02  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55445,2,1,4556,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-24 00:00:00.000,2025-09-19 00:00:00.000,2025-10-24 00:00:00.000,09/00000017795-7,"1198,88","6578,85",0,"Desconto aplicado na NF no valor de R$        572,78  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 24/10/2025. Executado:27/10/2025 - 07:06:30  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 27/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 24/10/2025. Executado:27/10/2025 - 07:06:49  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 27/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55445,3,1,4556,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-31 00:00:00.000,2025-09-19 00:00:00.000,2025-10-31 00:00:00.000,09/00000017796-5,"1198,88","6578,85",0,"Desconto aplicado na NF no valor de R$        572,78  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 31/10/2025. Executado:03/11/2025 - 07:42:04  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 31/10/2025. Executado:03/11/2025 - 07:42:31  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55445,4,1,4556,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-07 00:00:00.000,2025-09-19 00:00:00.000,2025-11-07 00:00:00.000,09/00000017797-3,"1198,88","6578,85",0,"Desconto aplicado na NF no valor de R$        572,78  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 07/11/2025. Executado:10/11/2025 - 07:16:47  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 10/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 07/11/2025. Executado:10/11/2025 - 07:17:10  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 10/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55445,5,1,4556,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-14 00:00:00.000,2025-09-19 00:00:00.000,2025-11-14 00:00:00.000,09/00000017798-1,"1198,87","6578,85",0,"Desconto aplicado na NF no valor de R$        572,78  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:31:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:07  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:35  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55446,1,1,5438,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-17 00:00:00.000,2025-09-19 00:00:00.000,2025-10-17 00:00:00.000,09/00000017799-P,"1164,2","2965,66",0,"Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:31:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:37:40  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:38:03  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55446,2,1,5438,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-31 00:00:00.000,2025-09-19 00:00:00.000,2025-10-31 00:00:00.000,09/00000017800-7,"900,73","2965,66",0,"Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:31:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 31/10/2025. Executado:03/11/2025 - 07:42:05  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 31/10/2025. Executado:03/11/2025 - 07:42:31  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55446,3,1,5438,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-14 00:00:00.000,2025-09-19 00:00:00.000,2025-11-14 00:00:00.000,09/00000017801-5,"900,73","2965,66",0,"Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:31:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:08  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:35  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55447,1,1,292,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-20 00:00:00.000,2025-09-19 00:00:00.000,2025-10-20 00:00:00.000,09/00000017804-P,"1878,09","21140,27",0,"Impresso formato Gráfico Bradesco. Usuário:LEIA, Data:19/09/2025, Hora:13:35:40, Máquina:FATURAMENTO    Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:31:02  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/10/2025. Executado:21/10/2025 - 07:17:02  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 20/10/2025. Executado:21/10/2025 - 07:17:26  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55447,2,1,292,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-12-18 00:00:00.000,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,09/00000017805-8,"18626,53","21140,27","18626,53","DESCONTO DUPLICATA R$635,65 REF VP ACORDO COMERCIAL  Impresso formato Gráfico Bradesco. Usuário:LEIA, Data:19/09/2025, Hora:13:35:41, Máquina:FATURAMENTO    Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:31:02  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55435,1,1,5556,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-16 00:00:00.000,2025-09-18 00:00:00.000,2025-10-15 00:00:00.000,09/00000017779-5,"862,3","2196,59",0,"Desconto aplicado na NF no valor de R$        313,95  Data da ocorrência/baixa = 18/09/2025. Executado:19/09/2025 - 14:46:16  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 19/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 15/10/2025. Executado:16/10/2025 - 12:46:22  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 16/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 15/10/2025. Executado:16/10/2025 - 12:47:31  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 16/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55435,2,1,5556,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-30 00:00:00.000,2025-09-18 00:00:00.000,2025-10-28 00:00:00.000,09/00000017780-9,"667,15","2196,59",0,"Desconto aplicado na NF no valor de R$        313,95  Data da ocorrência/baixa = 18/09/2025. Executado:19/09/2025 - 14:46:17  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 19/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 28/10/2025. Executado:29/10/2025 - 07:02:20  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 29/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 28/10/2025. Executado:29/10/2025 - 07:02:40  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 29/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55435,3,1,5556,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-13 00:00:00.000,2025-09-18 00:00:00.000,2025-11-04 00:00:00.000,09/00000017781-7,"667,14","2196,59",0,"Desconto aplicado na NF no valor de R$        313,95  Data da ocorrência/baixa = 18/09/2025. Executado:19/09/2025 - 14:46:17  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 19/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 04/11/2025. Executado:05/11/2025 - 07:04:02  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 05/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 04/11/2025. Executado:05/11/2025 - 07:04:19  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 05/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55436,1,1,266,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-16 00:00:00.000,2025-09-18 00:00:00.000,2025-10-16 00:00:00.000,09/00000017782-5,"999,86","1836,55",0,"Desconto aplicado na NF no valor de R$        375,91  Data da ocorrência/baixa = 18/09/2025. Executado:19/09/2025 - 14:46:17  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 19/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 16/10/2025. Executado:17/10/2025 - 10:43:09  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 17/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 16/10/2025. Executado:17/10/2025 - 10:43:42  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 17/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55436,2,1,266,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-30 00:00:00.000,2025-09-18 00:00:00.000,2025-10-30 00:00:00.000,09/00000017783-3,"836,69","1836,55",0,"Desconto aplicado na NF no valor de R$        375,91  Data da ocorrência/baixa = 18/09/2025. Executado:19/09/2025 - 14:46:17  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 19/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 30/10/2025. Executado:03/11/2025 - 07:36:09  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 30/10/2025. Executado:03/11/2025 - 07:36:29  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55437,1,1,478,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-23 00:00:00.000,2025-09-18 00:00:00.000,2025-10-23 00:00:00.000,09/00000017784-1,"1045,8","1045,8",0,"Desconto aplicado na NF no valor de R$        448,42  Data da ocorrência/baixa = 18/09/2025. Executado:19/09/2025 - 14:46:18  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 19/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 23/10/2025. Executado:24/10/2025 - 09:38:52  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 24/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 23/10/2025. Executado:24/10/2025 - 09:39:15  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 24/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55438,1,1,5853,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-27 00:00:00.000,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,"6148,64","6148,64","6148,64",,2,1,2,0,2,1,2,0,
55439,1,1,5867,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-18 00:00:00.000,2025-09-18 00:00:00.000,2025-09-18 00:00:00.000,,"32011,91","32011,91",0,,237,3,2,0,237,3,2,0,
55440,1,1,5868,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-18 00:00:00.000,2025-09-18 00:00:00.000,2025-09-18 00:00:00.000,,"11409,5","11409,5",0,,237,3,2,0,237,3,2,0,
112402,1,2,3054,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-16 00:00:00.000,2025-09-19 00:00:00.000,2025-10-16 00:00:00.000,,"228,6","457,2",0,*RECEBIDO NFE - FINANCEIRO 19/09/2025,2,3,2,0,2,3,2,0,
112402,2,2,3054,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-13 00:00:00.000,2025-09-19 00:00:00.000,2025-11-13 00:00:00.000,,"228,6","457,2",0,*RECEBIDO NFE - FINANCEIRO 19/09/2025,2,3,2,0,2,3,2,0,
27506102025,1,2,275,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-06 00:00:00.000,2025-09-18 00:00:00.000,2025-10-08 00:00:00.000,,10000,10000,0,*PGTO EM CHEQUE Nº,237,3,237,0,237,3,237,0,
245190,1,2,88,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-23 00:00:00.000,2025-09-18 00:00:00.000,2025-10-23 00:00:00.000,,"251,98","251,98",0,*recebido nfe - financeiro 18/09/2025,2,3,2,0,2,3,2,0,
1008345325,1,3,5394,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-02 00:00:00.000,2025-09-19 00:00:00.000,2025-11-03 00:00:00.000,,"307,68","307,68",0,,237,3,237,9,237,3,237,9,BRADESCO
23464,1,2,1822,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-10 00:00:00.000,2025-09-18 00:00:00.000,2025-10-10 00:00:00.000,,"128,87","128,87",0,,237,3,0,9,237,3,0,9,BRADESCO
29767,1,2,5895,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-09-19 00:00:00.000,2025-09-18 00:00:00.000,2025-09-19 00:00:00.000,,210,420,0,*RECEBIDO NFE - FINANCEIRO 19/09/2025,237,3,2,0,237,3,2,0,
29767,2,2,5895,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-16 00:00:00.000,2025-09-18 00:00:00.000,2025-10-16 00:00:00.000,,210,420,0,*RECEBIDO NFE - FINANCEIRO 19/09/2025,2,3,2,0,2,3,2,0,
1646,1,2,4992,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-16 00:00:00.000,2025-09-18 00:00:00.000,2025-10-16 00:00:00.000,,150,150,0,*recebido nfe - financeiro 18/09/2025,237,3,237,0,237,3,237,0,
5557,1,2,4992,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-16 00:00:00.000,2025-09-18 00:00:00.000,2025-10-16 00:00:00.000,,"487,5","487,5",0,*recebido nfe - financeiro 18/09/2025,2,3,2,0,2,3,2,0,
381,1,2,4009,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-15 00:00:00.000,2025-09-18 00:00:00.000,2025-09-15 00:00:00.000,,3850,3850,0,,237,3,0,0,237,3,0,0,
5216,1,2,5369,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,0,2026-01-15 00:00:00.000,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,"7190,82","7190,82","7190,82",*recebido nfe - financeiro 18/09/2025,2,1,2,0,2,1,2,0,
12114,1,2,5119,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-22 00:00:00.000,2025-09-18 00:00:00.000,2025-10-22 00:00:00.000,,"1817,2","1817,2",0,*recebido nfe - financeiro 18/09/2025,2,3,2,0,2,3,2,0,
35208,1,2,5885,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-16 00:00:00.000,2025-09-18 00:00:00.000,2025-10-16 00:00:00.000,,"937,27","937,27",0,*RECEBIDO NFE - FINANCEIRO 19/09/2025,2,3,2,0,2,3,2,0,
1008342625,1,3,5394,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-01 00:00:00.000,2025-09-18 00:00:00.000,2025-11-03 00:00:00.000,,"98,45","98,45",0,,237,3,237,9,237,3,237,9,BRADESCO
62709793,1,2,5484,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-13 00:00:00.000,2025-09-18 00:00:00.000,2025-10-15 00:00:00.000,,280,280,0,*recebido nfe - financeiro 18/09/2025,2,3,2,0,2,3,2,0,
143325,1,2,92,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,0,2025-12-16 00:00:00.000,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,"11082,6","11082,6","11082,6",*recebido nfe - financeiro 18/09/2025,2,1,2,0,2,1,2,0,
61053,1,2,245,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,0,2026-01-15 00:00:00.000,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,"4848,1","4848,1","4848,1",*recebido nfe - financeiro 17/09/2025,2,1,2,0,2,1,2,0,
55425,1,1,5865,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-17 00:00:00.000,2025-09-17 00:00:00.000,2025-10-02 00:00:00.000,,"318,06","318,06",0,,2,3,2,0,2,3,2,0,
55426,1,1,561,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-15 00:00:00.000,2025-09-17 00:00:00.000,2025-10-15 00:00:00.000,09/00000017773-6,"1661,58","4232,66",0,"Desconto aplicado na NF no valor de R$        604,96  Data da ocorrência/baixa = 17/09/2025. Executado:18/09/2025 - 14:52:31  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 18/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 15/10/2025. Executado:16/10/2025 - 12:46:21  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 16/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 15/10/2025. Executado:16/10/2025 - 12:47:30  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 16/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55426,2,1,561,2025-09-17 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-29 00:00:00.000,2025-09-17 00:00:00.000,2025-10-29 00:00:00.000,09/00000017774-4,"1285,54","4232,66",0,"Desconto aplicado na NF no valor de R$        604,96  Data da ocorrência/baixa = 17/09/2025. Executado:18/09/2025 - 14:52:32  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 18/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 29/10/2025. Executado:30/10/2025 - 06:59:03  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 30/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 29/10/2025. Executado:30/10/2025 - 06:59:24  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 30/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
